par,sd(par),exp(par),Low,High
-1.77224205515023,0.161089695831423,0.169951520666681,0.123141466936891,0.234555589562044
-2.22621417462151,0.142301287068186,0.107936285543057,0.0812018906062071,0.143472542940296
-3.20575173455344,0.149502778341729,0.040528423567206,0.0300540668444292,0.0546532728946574
-3.22811138265014,0.148445099540998,0.0396322783596979,0.0294517607842739,0.0533318703586402
-3.04165516084451,0.144675363940777,0.047755780545184,0.035757119288676,0.0637807133473985
-1.93746267722026,0.170747267965359,0.144069036058011,0.102390922972647,0.202712179440254
-0.886585544807904,0.154916957879161,0.412060314962269,0.302274582666002,0.56172008135536
-0.988402679065931,0.152112260573122,0.372170692528451,0.274548540783005,0.504504682421832
-1.61213667698928,0.150376445798285,0.199460974767219,0.147653115773644,0.269446941546973
-7.50571809819887,0.424321428884293,0.000549930804199531,0.000235367848243868,0.00128489890044029
-2.56355623057552,0.306621980152251,0.0770303152106205,0.0417189344000982,0.142229650559665
0.196638280869361,0.15740199985179,1.21730363904582,0.88854879114314,1.66769474496475
-1.31018815271561,0.131811562704555,0.269769293784064,0.207253773402359,0.351141842553898
-0.40824292365222,0.154627390834994,0.664817359343754,0.487971778705766,0.905753448400354
-1.17851880535195,0.10606928027604,0.307734215465881,0.248911624823525,0.380457712393073
-0.551453169353626,0.219941431827752,0.576112013475287,0.371080583779039,0.894428505772166
-0.626127272785859,0.194360769459584,0.534658382839652,0.362457224980038,0.788671232464616
-0.503059419931835,0.100870589686019,0.604677863409198,0.4942071096735,0.739842287454488
-0.2635175714684,0.149544784536903,0.768344121386163,0.56972178116032,1.03621225024316
-0.320573534742165,0.112040880797371,0.725732684780605,0.580041691379115,0.908017367694044
0.176556218387198,0.255520293697628,1.19310149911627,0.715707031951318,1.98893000018802
-0.31735022610687,0.430577694478595,0.728075719343522,0.307738274595546,1.72254898677871
-0.50297188087229,0.345286244904775,0.604730798657606,0.303144899781386,1.2063516130695
